region,sales,quantity,price
West,414.01,3,135.79
West,416.08,6,68.48
East,527.93,8,65.94
East,163.97,3,55.4
West,1086.35,10,108.93
South,146.9,2,66.32
East,450.06,7,62.35
South,225.43,3,70.96
West,492.92,6,82.44
East,282.47,6,46.36
North,472.94,5,92.49
West,109.6,1,97.58
West,433.49,6,71.87
West,1853.51,7,263.39
East,42.73,1,47.15
East,472.07,8,57.81
North,240.65,3,79.08
South,292.69,5,59.06
East,420.6,5,84.24
South,198.71,3,68.37
East,1375.83,9,152.74
West,573.17,8,72.56
East,435.06,8,53.8
East,44.66,1,40.85
West,602.26,7,85.22
West,558.85,6,91.64
West,2234.9,12,186.04
North,71.89,1,58.39
East,466.7,6,77.73
South,965.59,9,106.47
West,261.52,4,67.16
North,461.71,3,156.8
South,313.29,3,99.81
East,398.55,7,55.97
East,2285.55,12,190.15
East,280.21,4,69.48
East,274.91,6,44.03
West,80.79,1,72.18
East,469.71,7,67.81
West,520.38,6,86.76
South,207.57,4,50.32
West,277.07,3,92.46
East,350.86,4,86.65
South,409.71,6,67.48
East,264.87,4,63.19
East,1347.4,8,169.03
North,219.7,3,73.31
South,282.89,4,71.44
North,510.25,3,166.31
West,640.44,5,128.57
West,315.55,3,105.45
West,1966.05,7,281.23
East,151.25,3,46.0
North,201.98,2,98.03
North,383.09,4,97.57
South,249.28,5,50.49
East,130.15,2,68.16
East,762.31,5,152.4
North,98.6,1,84.61
North,565.59,6,92.59
East,215.6,4,53.6
East,515.14,7,72.51
South,1106.07,9,122.74
West,442.18,6,73.11
East,503.83,7,71.97
West,445.77,5,87.79
North,362.95,4,90.54
West,790.82,6,130.78
West,308.01,3,103.14
North,221.43,2,108.96
South,196.26,5,37.17
East,161.34,2,74.66
North,403.3,5,82.64
North,186.86,2,89.88
South,165.95,3,52.01
West,639.98,7,91.6
West,246.36,2,120.13
East,311.13,4,74.7
North,383.81,4,98.0
North,253.27,4,64.51
West,1043.63,5,209.69
South,74.4,1,60.62
West,2016.99,10,201.73
East,496.27,8,61.43
South,286.66,4,73.97
South,284.24,4,68.75
West,648.94,6,106.97
North,283.37,4,72.8
East,186.29,4,44.6
North,468.77,6,77.28
West,783.84,9,85.83
East,65.37,1,60.53
South,158.9,5,31.27
West,813.78,7,115.77
South,43.67,1,41.39
North,918.12,6,154.23
East,323.71,4,81.87
West,349.78,3,119.56
East,457.12,8,57.0
South,64.32,1,71.02
North,85.48,1,86.31
South,153.81,5,30.92
West,97.42,1,93.49
West,332.67,5,65.21
West,414.17,4,100.57
East,145.45,3,48.1
North,231.47,3,72.4
South,52.01,1,56.2
East,581.86,8,73.63
South,66.64,1,56.35
East,412.16,8,52.18
West,200.43,2,98.3
West,250.57,2,128.7
West,272.53,2,128.89
East,336.72,7,48.24
East,44.19,1,53.12
East,252.19,4,59.73
West,427.22,4,108.51
West,871.57,7,123.24
East,341.63,5,69.95
West,852.8,9,93.39
East,429.44,6,72.07
South,226.58,3,74.4
East,442.93,8,55.41
North,554.91,6,91.31
West,360.88,3,122.87
West,778.08,9,87.39
West,669.35,5,134.73
North,137.61,2,69.45
East,573.97,7,81.29
South,185.88,5,38.48
South,267.5,6,43.28
West,605.22,8,76.36
South,421.53,6,69.43
West,695.71,8,86.99
South,281.5,4,71.96
West,576.0,7,80.2
East,248.62,5,49.45
North,255.57,3,85.02
East,714.55,8,89.08
West,217.68,3,69.56
North,56.17,1,52.46
East,566.61,7,79.19
West,372.73,6,60.79
East,212.39,4,52.03
East,274.36,4,67.63
East,362.34,7,50.99
North,347.17,6,55.47
South,66.74,2,35.61
West,216.74,3,73.25
East,519.91,7,73.56
West,154.35,2,77.07
West,512.98,7,72.03
East,315.29,4,78.25
South,821.0,7,115.72
West,187.15,2,89.84
West,491.03,4,123.05
East,314.94,4,75.75
North,463.39,5,91.19
West,867.06,7,124.01
East,486.72,8,61.81
East,305.08,6,51.43
East,218.32,4,50.96
West,235.69,2,120.86
West,2537.31,9,282.62
East,183.16,3,61.79
West,161.42,2,78.55
South,419.08,6,69.23
North,847.1,3,285.14
East,252.06,3,80.86
West,281.83,3,89.51
East,124.15,3,40.44
East,59.41,1,65.23
West,521.74,4,127.72
West,337.12,4,82.34
South,178.13,5,37.29
West,482.65,8,60.05
South,331.69,6,54.76
North,324.24,3,106.6
South,144.88,3,48.23
West,104.97,1,99.98
West,838.36,10,83.88
East,319.92,8,41.19
West,338.0,3,111.08
South,102.43,3,36.29
North,314.32,3,104.22
West,1058.71,8,130.59
East,85.89,2,47.28
West,1873.44,11,171.13
North,95.67,1,100.83
North,67.74,1,59.96
East,164.2,4,41.23
West,872.74,10,86.72
East,94.06,2,42.55
West,914.24,9,101.12
East,626.73,7,88.41
South,130.03,2,58.58
East,405.43,7,59.19
East,326.99,7,46.65
South,198.86,5,36.82
East,265.29,3,89.55
West,516.46,8,65.29
South,223.33,6,35.14
West,1103.33,8,138.36
West,784.94,6,131.13
East,379.96,5,74.1
East,563.45,7,80.75
West,2259.86,10,226.72
East,200.94,4,51.18
North,632.43,6,105.56
South,142.67,3,48.87
West,284.91,2,135.88
East,423.93,7,60.3
East,175.92,2,86.88
North,422.81,4,105.67
South,212.85,5,42.89
West,207.02,2,107.48
South,139.31,4,36.75
North,582.22,6,98.49
West,312.22,5,62.61
South,193.79,3,67.2
East,381.2,3,125.28
South,87.9,2,38.65
West,410.1,5,81.39
South,54.11,1,42.8
East,153.19,2,78.8
East,365.39,6,59.67
South,237.04,5,46.14
South,108.8,2,48.81
South,151.76,4,39.47
East,153.72,2,69.38
East,387.89,5,76.14
West,835.68,7,117.49
South,374.76,6,60.22
East,63.43,1,63.66
East,222.56,5,42.45
West,834.31,6,137.32
South,383.87,6,61.83
West,110.09,1,115.99
East,280.07,6,44.66
East,359.02,5,70.2
West,740.03,6,121.67
West,495.99,8,60.22
East,249.19,5,47.39
North,442.99,5,86.75
South,187.87,6,31.77
North,232.35,3,77.39
West,987.23,8,123.35
West,1305.38,10,130.75
West,491.0,5,95.94
South,297.03,5,60.08
West,495.98,8,63.24
East,231.54,5,43.81
North,366.73,7,50.98
West,847.42,10,84.5
West,917.47,9,102.73
East,543.16,6,89.46
East,382.54,6,61.48
East,229.76,5,46.49
East,330.73,7,48.09
East,440.24,5,86.59
West,209.63,3,66.1
East,252.73,5,51.98
West,620.53,9,69.72
South,34.82,1,42.52
East,414.42,5,80.33
West,269.16,2,137.55
East,277.52,4,66.1
West,437.47,7,62.38
South,254.39,4,64.91
West,252.38,2,121.88
South,289.53,4,72.02
East,398.27,4,101.96
South,151.22,3,46.76
North,94.12,1,101.72
West,1215.26,10,121.29
North,290.92,3,93.55
South,127.97,2,58.71
East,89.55,1,82.93
North,636.08,7,91.75
East,120.29,2,60.6
West,3300.12,10,330.55
East,86.12,2,46.87
East,108.69,2,56.69
South,130.28,3,40.42
South,74.8,1,71.08
West,582.65,5,115.24
East,72.13,1,60.18
East,49.02,1,56.66
North,1029.39,8,128.23
East,272.37,4,69.54
West,201.46,2,105.52
East,236.78,3,75.41
South,626.02,7,88.8
South,263.0,4,67.88
East,290.68,4,73.34
East,618.02,7,88.69
East,161.99,2,82.81
West,115.02,2,60.12
East,143.74,3,46.41
North,1279.76,7,181.64
South,64.78,2,35.98
East,91.36,2,50.51
East,157.16,3,50.32
East,412.05,7,58.44
East,218.31,3,73.16
North,611.16,6,101.49
East,36.42,1,42.45
South,402.35,6,67.52
West,385.93,3,130.5
South,864.11,8,107.25
West,589.44,5,115.07
East,502.59,8,64.02
East,260.99,4,64.3
West,360.95,5,71.58
South,251.14,6,42.23
West,127.15,2,65.04
South,396.0,6,64.1
West,416.29,3,133.95
East,536.82,6,87.93
West,691.11,8,87.3
East,387.85,5,78.21
East,362.4,6,60.1
East,51.16,1,52.24
South,229.78,4,53.96
East,143.09,3,43.81
East,135.98,2,60.62
West,465.34,4,117.47
East,366.75,7,52.82
West,397.05,4,95.99
West,340.82,5,67.48
West,117.8,1,120.87
East,80.11,1,77.87
North,295.81,3,97.74
East,67.5,1,68.78
West,632.6,4,156.48
East,332.79,4,81.12
East,142.88,3,50.45
West,122.3,1,109.49
East,357.6,5,71.36
South,125.21,2,67.51
West,727.59,7,102.64
East,102.87,2,47.69
East,448.01,6,75.68
North,411.08,5,81.97
East,651.15,8,81.83
East,74.06,1,76.67
South,43.8,1,50.92
South,144.42,2,70.54
North,338.92,4,83.6
South,192.29,5,36.08
South,45.99,1,40.82
North,325.58,5,64.49
East,150.28,3,53.06
West,376.6,3,127.03
West,1014.95,10,101.44
West,405.49,6,66.41
North,79.76,1,70.26
South,812.82,7,117.25
East,187.66,2,87.65
West,1420.54,13,109.44
South,337.61,5,65.76
East,137.16,3,44.25
West,209.19,2,99.29
East,72.8,1,71.08
West,87.46,1,97.39
East,305.9,6,52.28
South,88.84,2,42.38
East,252.07,5,47.46
West,329.23,5,63.92
West,54.68,1,63.35
East,493.74,8,60.51
East,205.18,3,71.22
South,290.29,4,71.77
North,2198.26,9,242.69
West,843.67,8,103.8
West,352.6,4,90.25
East,95.48,2,47.74
South,320.09,5,62.67
South,510.37,4,127.79
South,121.56,2,53.77
East,60.39,1,63.1
North,219.51,3,73.39
East,246.74,3,83.67
South,266.59,6,45.3
North,561.93,6,93.75
West,425.9,5,82.38
West,141.57,1,133.3
West,951.17,9,104.49
East,239.6,3,76.27
East,80.39,1,74.41
North,130.18,2,67.48
South,227.78,5,45.98
South,105.67,2,47.76
East,612.59,8,75.57
South,268.53,5,54.5
East,591.64,8,73.94
East,367.11,7,51.29
North,527.87,5,105.09
North,112.01,1,109.49
West,928.07,9,104.2
East,79.38,1,81.02
West,1030.13,10,103.98
South,266.72,6,45.02
East,190.6,2,88.95
North,616.84,6,102.94
South,176.39,2,82.31
West,207.65,2,106.0
West,107.1,1,98.19
West,226.11,3,73.65
West,525.48,8,65.88
East,64.19,1,52.76
East,452.93,7,65.98
West,383.59,6,61.7
West,129.7,1,137.3
South,62.79,1,49.19
North,106.59,2,53.32
West,132.57,1,125.45
East,342.47,4,87.02
East,1398.75,8,174.73
East,574.59,8,71.32
North,433.61,5,87.27
North,160.97,3,56.95
West,379.1,4,95.79
North,621.97,6,104.76
East,303.24,6,51.69
East,49.72,1,58.53
West,207.46,2,105.16
East,330.89,8,40.79
East,548.99,7,77.81
West,618.24,5,122.44
South,395.95,6,63.57
West,665.24,5,131.13
West,1107.66,10,110.94
East,215.11,5,41.06
North,225.38,2,107.2
South,80.83,2,40.04
West,144.34,1,136.85
North,314.95,4,78.38
West,1046.04,8,131.33
West,553.83,4,139.58
South,183.79,3,57.11
West,1024.12,9,112.58
North,311.22,3,99.68
East,333.57,7,47.12
South,186.76,5,36.63
East,145.66,2,73.05
West,180.52,2,92.55
West,256.54,2,124.7
East,311.57,6,49.51
South,82.65,2,41.34
East,343.7,5,69.38
North,710.92,7,101.28
East,294.99,7,40.33
West,288.84,2,139.88
West,262.37,4,66.0
North,100.65,1,101.27
East,149.98,2,72.41
North,271.55,4,69.28
West,762.75,10,75.67
West,381.12,6,64.02
East,517.85,8,64.76
East,270.52,3,87.15
West,215.09,3,70.4
East,682.04,8,83.62
North,1264.37,6,210.74
West,200.32,2,102.68
West,199.25,3,67.13
South,113.16,3,37.71
West,3501.35,10,349.44
East,345.95,7,48.17
East,396.35,6,65.66
West,176.39,2,87.6
North,239.36,3,82.71
North,1606.26,6,267.25
North,158.33,3,55.67
West,232.47,2,114.56
North,632.48,6,104.3
East,55.31,1,49.33
North,512.86,5,103.66
West,569.88,7,80.89
South,313.61,6,52.11
South,141.48,2,69.0
North,216.66,2,100.88
West,884.79,10,87.08
East,568.14,7,79.28
East,77.37,1,63.92
East,171.14,3,60.25
South,104.88,2,46.93
East,420.91,6,71.46
West,2527.23,10,251.38
South,99.51,2,48.22
South,193.4,5,37.84
North,98.66,1,95.3
South,200.12,5,40.58
West,196.83,3,61.29
North,485.24,5,97.9
South,304.23,6,49.49
West,255.19,3,83.35
South,293.38,5,57.44
East,509.5,8,62.59
East,139.96,2,72.74
North,299.88,4,74.1
North,305.56,5,61.21
East,568.9,8,70.7
West,720.81,10,71.99
West,387.34,3,127.64
West,1082.93,9,119.98
West,306.99,4,74.9
North,643.53,7,89.81
West,867.25,8,109.56
East,160.51,3,53.98
West,725.74,9,80.1
East,284.42,5,57.65
North,542.79,6,91.01
West,529.78,4,129.31
West,469.74,7,68.25
South,231.81,5,44.75
North,196.23,3,60.67
East,344.76,4,87.3
West,746.69,6,122.53
North,337.37,6,56.37
North,251.88,3,79.38
West,376.83,6,61.25
East,58.79,1,53.09
East,140.37,2,73.77
West,109.57,1,98.74
East,50.91,1,51.8
West,333.47,5,67.06
East,148.23,3,45.36
South,267.02,5,51.41
West,82.03,1,85.39
South,365.31,6,61.37
South,101.33,3,33.92
West,1402.14,10,139.81
West,2508.02,10,249.69
West,783.37,6,128.52
North,584.48,7,83.44
North,519.01,5,101.84
West,470.36,5,95.38
South,314.75,6,52.96
West,840.33,7,118.63
East,371.37,5,75.63
North,105.33,1,104.63
East,37.88,1,46.81
South,105.48,2,46.76
East,115.35,2,51.82
East,244.72,6,40.28
West,279.25,3,94.05
East,467.43,7,65.99
South,214.43,6,36.48
West,885.24,8,110.99
West,362.13,3,119.75
South,126.39,3,37.55
East,162.95,3,50.92
East,98.54,2,46.69
North,524.58,6,88.71
West,121.68,2,60.65
West,677.49,9,76.32
East,121.58,2,63.58
East,468.67,8,57.5
West,875.63,8,110.22
West,190.63,3,62.62
South,247.0,4,60.14
East,39.65,1,45.11
West,558.79,8,69.67
East,254.94,4,62.14
North,101.71,1,107.4
West,1053.8,10,105.35
East,321.71,7,45.04
West,438.52,4,111.23
North,204.64,3,69.51
West,539.73,4,131.56
East,380.94,8,46.11
East,392.54,5,80.41
East,674.29,8,83.27
East,1669.23,12,139.79
East,431.33,8,52.32
South,236.01,6,39.64
West,935.67,9,104.66
South,62.98,1,63.87
South,57.0,1,62.67
North,339.87,5,65.92
South,258.97,5,50.95
East,302.11,6,50.53
East,79.81,1,66.75
South,63.56,1,66.61
East,183.64,2,86.13
West,149.32,2,68.76
North,523.29,5,102.32
East,150.62,3,47.46
West,82.83,1,87.86
East,1076.11,5,214.34
North,322.08,6,54.96
North,67.0,1,58.71
East,391.78,8,47.87
East,91.08,2,45.76
East,93.7,1,85.66
West,1073.87,9,117.84
East,1276.47,8,159.62
East,133.93,3,40.67
South,74.58,1,64.95
East,51.59,1,44.51
West,431.91,6,71.25
East,224.08,5,46.73
South,114.88,3,38.71
West,118.65,1,123.28
South,118.25,2,56.83
South,122.85,2,64.94
East,370.63,6,61.19
West,353.71,3,121.01
North,716.55,7,103.29
West,122.67,2,64.31
East,70.23,1,64.74
West,246.99,2,117.72
East,157.51,3,51.41
North,180.86,3,56.42
South,1310.39,9,146.62
East,245.18,6,40.84
West,1077.45,8,133.14
East,355.38,8,43.24
East,159.03,3,54.25
South,98.55,3,36.16
East,88.79,2,42.97
East,281.82,7,41.33
West,242.76,2,121.08
East,88.07,2,40.66
West,64.55,1,71.85
East,77.14,2,43.04
West,636.06,8,79.72
North,299.61,3,98.78
East,392.67,7,55.01
East,216.27,3,68.26
South,297.0,6,50.11
East,61.01,1,46.02
South,335.41,5,64.97
North,241.35,3,76.37
West,434.58,6,71.91
South,677.81,7,96.82
West,499.72,6,84.85
East,373.22,8,45.82
East,49.19,1,52.62
East,160.89,2,78.41
South,361.12,6,61.84
East,174.04,2,89.87
East,67.88,1,70.44
South,271.15,4,66.98
West,160.54,2,77.89
South,275.19,4,66.61
East,172.92,2,85.4
North,391.33,5,79.1
East,175.58,3,56.12
West,549.2,5,107.28
North,783.05,4,197.23
West,2061.71,7,293.03
West,158.47,2,73.72
South,363.71,6,59.67
East,180.19,2,86.54
South,293.43,5,55.72
West,265.25,2,132.07
East,411.76,5,81.81
South,353.9,5,68.31
East,105.82,2,46.91
West,405.21,4,101.05
West,86.55,1,95.01
East,470.83,7,67.0
East,320.65,4,82.13
West,137.41,2,67.32
West,631.85,5,125.37
West,405.7,3,132.3
West,1110.61,8,139.92
East,125.22,2,57.73
South,149.54,3,49.06
West,651.14,8,79.85
South,164.21,3,55.12
South,304.21,6,50.71
East,292.9,7,42.26
West,376.19,4,90.7
West,722.87,9,81.25
East,130.08,2,68.04
North,169.77,2,84.8
West,644.0,9,70.0
South,170.43,4,41.97
West,391.17,3,130.43
East,706.74,8,89.38
East,158.66,2,81.65
South,344.87,6,56.39
North,188.65,2,88.41
South,69.91,2,34.86
East,451.57,5,90.31
South,136.92,2,61.51
South,149.33,3,52.3
East,163.16,4,41.58
South,57.25,1,48.74
North,99.05,1,105.88
East,80.82,1,66.91
South,269.56,4,68.98
East,449.86,7,62.14
South,338.81,5,67.79
West,571.86,7,81.2
South,211.46,5,41.2
West,948.16,7,134.42
North,346.04,5,69.64
South,179.88,5,34.98
East,654.08,8,82.24
North,95.11,1,103.35
East,79.04,1,74.14
South,217.82,4,54.99
West,354.73,3,116.75
East,481.02,7,69.97
West,558.02,5,112.11
North,64.42,1,65.01
West,1163.67,9,129.21
West,593.41,7,86.15
South,178.17,4,43.98
West,112.56,1,103.0
East,226.46,4,55.95
West,375.28,4,94.01
South,133.43,2,69.41
West,121.87,1,116.05
West,1183.86,5,237.97
East,252.8,5,48.75
West,1099.05,8,137.15
West,2040.75,11,186.03
South,114.79,3,34.5
South,221.33,5,41.3
East,89.94,1,85.22
North,308.68,4,78.87
North,300.81,5,60.37
North,720.25,7,103.84
South,131.94,2,65.66
East,506.54,5,99.63
North,286.84,4,70.53
West,118.96,1,120.2
South,107.17,3,37.6
East,306.33,4,73.59
West,2569.37,9,285.89
South,164.96,4,42.83
East,162.84,2,84.0
North,332.61,3,109.08
South,452.16,6,73.97
North,534.51,7,77.05
South,356.41,6,59.03
East,594.15,7,83.38
North,62.74,1,71.22
South,239.87,4,57.3
East,1039.48,6,173.56
West,627.64,5,126.38
South,378.57,2,187.85
South,194.21,4,47.84
East,180.11,3,61.25
South,149.19,3,46.18
East,402.38,6,66.75
West,870.31,9,96.03
South,421.84,6,70.97
West,576.97,8,71.77
East,472.78,7,66.94
West,974.31,9,106.91
South,168.71,3,56.95
West,576.03,8,70.63
South,409.46,6,66.95
East,192.66,4,46.61
West,301.89,4,73.02
East,1243.89,10,123.03
West,1261.13,9,138.67
South,103.17,2,55.07
South,51.39,2,30.67
East,521.67,8,66.1
North,494.58,6,80.48
North,533.88,6,90.6
East,320.94,6,54.77
East,387.4,5,76.23
West,610.85,9,66.8
East,235.18,3,79.15
North,589.68,7,85.32
East,85.46,1,76.67
North,365.06,7,50.21
North,339.49,4,85.3
North,217.75,4,52.76
West,67.18,1,67.36
West,271.1,2,129.4
North,112.75,1,109.21
East,355.29,5,70.71
West,551.55,9,61.2
West,258.76,3,83.54
West,656.56,7,92.42
West,941.15,9,103.19
West,774.22,8,97.8
East,562.32,7,80.14
East,1273.78,9,142.58
East,383.56,6,61.58
West,311.76,3,104.73
East,509.96,6,82.74
South,245.18,5,46.25
West,186.55,2,96.55
East,147.04,2,70.11
South,172.25,3,54.81
West,348.62,5,71.02
North,887.63,8,109.95
West,265.27,2,133.3
East,73.8,1,64.31
East,258.49,3,82.25
West,1625.99,11,147.29
East,465.03,6,75.21
West,242.31,3,76.9
North,413.14,5,80.19
North,69.8,1,66.8
North,194.57,2,99.01
West,1820.96,10,183.08
East,83.68,1,79.32
North,616.59,7,86.63
North,260.28,3,89.42
North,200.81,2,94.63
West,367.83,3,125.67
East,359.18,6,61.51
West,269.31,2,132.48
East,384.0,5,75.57
South,218.29,4,53.49
North,146.44,2,74.73
West,148.33,2,69.25
West,568.17,8,71.3
West,594.27,4,148.87
West,427.16,4,108.86
North,438.6,7,62.8
East,325.76,4,78.2
West,325.09,5,64.84
South,265.49,5,50.15
North,520.98,5,103.46
North,152.69,2,69.08
North,317.87,3,108.14
East,466.78,8,56.7
South,189.65,4,47.71
West,375.31,4,91.77
East,248.31,6,41.7
East,363.9,5,71.45
West,277.24,2,131.16
West,718.86,7,100.6
East,283.28,5,56.43
West,335.41,3,114.94
South,106.38,2,46.69
East,273.38,3,87.02
South,127.1,3,38.2
West,137.4,1,136.96
South,69.78,1,71.35
North,323.86,3,105.83
South,248.57,6,41.68
West,509.15,8,63.51
East,54.17,1,46.46
West,95.95,1,89.29
South,135.62,4,32.17
East,67.63,1,55.2
East,173.57,3,53.87
West,1344.09,6,221.7
North,345.41,5,70.21
West,357.91,4,87.69
East,737.82,11,66.69
West,794.28,7,111.53
North,90.78,1,82.85
West,256.64,4,63.53
South,75.54,2,35.64
East,404.81,6,69.05
West,280.24,3,96.68
East,507.58,5,101.95
East,301.23,5,59.56
East,133.5,3,43.06
South,91.1,2,39.85
East,82.94,1,76.86
North,90.48,1,100.34
South,213.47,4,54.35
East,171.38,2,85.14
South,64.69,1,57.73
North,433.55,4,105.41
West,1120.23,9,123.2
North,285.58,5,55.26
East,235.05,4,59.76
South,63.24,1,69.7
West,217.88,2,101.65
North,581.77,3,190.58
South,483.17,7,70.1
South,506.58,3,167.84
North,552.58,6,93.37
East,318.49,7,45.6
West,669.42,10,66.52
West,405.81,3,137.82
West,72.89,1,63.56
North,556.21,7,78.73
East,465.45,7,67.37
North,154.46,2,78.78
North,83.55,1,68.66
East,600.31,8,76.12
West,995.97,9,109.2
North,471.53,5,93.87
East,163.22,3,50.57
South,106.67,3,32.97
South,352.07,6,60.29
East,58.25,1,50.39
East,250.31,3,82.62
North,65.58,1,57.63
East,236.97,3,78.84
North,304.77,4,74.43
South,238.2,5,45.5
West,888.13,10,88.47
East,58.32,1,43.55
East,147.71,2,74.13
West,400.44,3,128.85
East,98.26,1,87.21
South,66.75,1,66.95
East,176.73,4,44.06
East,298.74,7,42.79
South,280.27,4,67.86
North,431.76,6,72.99
West,743.56,6,124.33
East,381.65,5,78.15
North,152.1,2,73.49
East,356.24,7,51.24
West,287.74,4,73.38
East,182.42,2,84.1
East,246.34,3,79.29
North,243.65,3,83.29
South,400.54,6,68.26
South,368.99,5,72.71
South,151.83,2,71.86
North,563.09,6,92.67
East,312.48,6,50.05
South,234.28,3,73.31
East,54.18,1,58.28
East,83.48,1,87.46
East,653.11,8,81.72
South,186.32,4,46.64
South,242.86,4,60.38
West,671.52,5,131.59
North,136.26,2,70.13
West,502.18,5,97.78
West,213.09,2,100.22
East,247.64,5,48.85
North,603.45,7,84.36
East,266.26,6,44.38
East,475.91,6,79.33
South,495.67,5,100.45
West,234.4,2,117.39
North,409.17,6,67.15
West,249.87,3,79.82
East,289.44,5,55.84
West,758.11,8,93.01
South,162.32,5,30.81
West,608.37,6,102.47
East,480.67,8,58.42
East,293.37,6,47.82
South,186.14,5,37.93
South,348.43,6,59.27
East,88.51,1,88.24
East,232.42,3,77.1
West,743.43,7,106.18
East,206.99,5,40.17
East,479.3,6,78.16
North,164.29,3,53.77
North,111.42,2,52.18
South,72.48,2,32.96
North,52.86,1,57.19
West,496.59,4,123.34
West,195.81,3,66.95
East,429.67,6,71.12
West,127.18,1,132.52
South,145.02,2,68.52
North,493.24,7,71.13
East,393.0,8,48.45
North,1027.58,6,170.05
South,126.0,2,65.18
East,369.78,6,61.34
East,897.82,12,74.01
East,190.84,3,65.28
East,73.91,2,40.71
West,1239.6,9,136.17
South,130.99,2,58.45
West,873.55,7,123.5
West,562.73,7,80.66
South,85.9,2,35.9
North,230.89,2,108.95
West,1122.73,10,110.78
East,275.19,3,89.52
South,136.26,2,68.71
East,301.3,6,49.15
North,389.15,6,64.53
South,189.39,6,33.0
West,613.11,5,123.44
West,776.28,9,85.22
South,36.37,1,44.58
South,949.63,10,95.39
South,151.78,3,51.31
East,387.08,6,63.81
South,1038.86,9,116.34
West,797.55,6,133.46
West,1141.21,10,113.64
East,443.02,8,56.05
West,522.82,5,103.23
East,674.94,8,83.34
East,230.28,4,55.37
West,954.27,7,135.73
West,558.04,9,62.91
West,1793.6,6,300.05
South,58.85,1,60.37
West,1027.92,10,102.43
West,516.12,4,127.25
North,280.77,3,91.9
West,466.75,5,90.58
South,387.93,6,65.35
East,86.45,2,47.93
East,405.98,5,80.38
West,2093.32,10,209.28
West,467.31,5,91.65
West,683.64,8,83.82
North,399.64,7,55.34
West,687.08,5,139.25
West,343.9,4,88.24
South,364.06,5,73.88
West,656.73,10,66.33
South,484.02,6,79.34
East,174.04,3,57.49
South,109.73,2,49.2
West,1343.91,10,133.29
South,172.94,3,57.53
West,515.15,6,83.88
North,131.49,2,67.53
East,182.86,2,84.83
West,494.58,4,120.24
East,356.62,5,68.92
North,340.07,5,65.83
South,429.11,6,72.65
South,131.85,2,62.56
West,1108.1,9,121.64
East,56.89,1,47.88
West,196.67,3,64.9
East,343.8,6,56.34
South,179.98,4,46.67
South,306.06,5,58.97
West,642.67,10,65.13
East,518.63,6,84.86
East,510.75,6,83.19
West,428.79,4,107.59
South,51.97,1,51.21
South,349.32,5,71.52
South,107.9,2,54.86
West,270.85,4,66.77
East,150.9,3,50.24
North,89.32,1,94.45
West,515.24,7,74.65
East,519.45,7,73.16
South,229.97,5,47.83
South,454.64,6,74.49
East,595.12,7,83.02
East,174.79,2,80.24
West,677.88,8,82.88
East,85.48,1,82.07
South,56.88,1,46.5
West,578.22,7,82.43
East,244.17,3,83.61
North,664.88,5,132.97
North,58.42,1,62.93
East,119.91,2,63.42
North,281.27,3,97.0
North,232.76,4,58.52
South,685.66,9,76.71
East,344.62,4,85.18
East,706.61,6,119.24
West,976.73,10,96.68
North,217.86,4,50.98
South,27.42,1,35.96
South,191.16,3,62.5
South,299.79,4,73.13
East,116.85,2,53.02
North,603.32,5,119.98
North,349.21,6,59.25
West,408.44,3,134.49
South,337.78,6,56.32
West,1046.78,9,117.01
East,219.08,4,52.46
East,162.44,3,49.32
East,61.56,1,62.89
South,299.06,6,48.72
North,427.29,4,103.93
West,460.77,4,115.49
West,542.21,5,109.55
East,162.9,2,84.29
East,448.51,7,64.61
West,71.77,1,74.54
East,418.59,7,58.78
East,582.46,7,83.95
East,304.45,4,76.8
East,94.88,1,83.86
West,1807.06,8,227.1
West,1023.63,9,114.65
South,260.97,6,44.09
South,147.91,4,38.17
North,254.28,3,85.86
West,593.04,6,99.84
West,506.01,7,72.29
West,719.75,10,71.34
West,395.53,3,134.2
East,576.4,7,83.23
East,541.2,7,77.87
South,410.03,6,66.56
South,602.43,5,119.17
West,554.39,9,62.17
South,191.21,5,40.04
East,260.81,4,66.72
South,78.26,2,33.77
South,153.04,3,46.75
East,179.45,3,58.62
West,689.15,5,139.31
West,503.81,5,102.47
East,172.68,3,55.28
East,478.39,8,59.41
East,348.07,6,55.68
West,587.16,7,82.54
East,191.77,3,61.77
East,323.83,7,47.05
East,353.05,5,69.95
South,213.2,6,35.07
North,570.35,6,96.35
North,542.23,7,76.79
West,1082.81,10,109.04
East,140.34,2,74.92
East,1335.25,9,147.51
East,233.04,4,57.39
East,704.34,5,138.82
East,327.29,4,84.31
West,811.31,7,115.13
South,1034.5,9,115.6
West,373.99,4,94.89
West,1180.07,9,131.16
South,146.57,2,73.19
South,322.28,6,52.75
West,875.74,7,124.91
East,438.4,4,107.95
South,71.91,2,39.05
South,407.99,6,68.21
East,151.85,2,76.86
North,2581.33,10,257.9
East,247.2,6,42.17
West,1219.1,9,134.75
East,236.67,3,78.52
West,870.46,9,96.85
West,960.77,9,106.36
East,209.54,3,73.04
South,376.8,6,62.93
North,301.13,4,73.96
West,374.15,3,126.35
West,317.94,3,107.45
East,70.21,1,61.76
North,1403.69,9,156.68
West,1749.82,9,194.19
West,1049.75,10,104.26
West,1044.41,10,104.73
East,360.77,4,87.68
South,151.21,4,35.06
West,446.1,4,110.39
South,143.85,4,34.81
East,48.67,1,54.5
West,118.77,1,124.5
